LocusID,Gene Name,Gene Synonyns,Product Name,Product Synonyms,Human_Sputum_B,Human_Sputum_A,Human_Sputum_C,Human_Sputum_D,Human_Sputum_E,Human_Sputum_F,Human_Sputum_G,HumanSputum_EM55B,HumanSputum_EM59,HumanSputum_EM60B,HumanSputum_EM13,HumanSputum_EM24,HumanSputum_EM30,HumanSputum_EM33,HumanSputum_EM35B,HumanSputum_EM36,HumanSputum_EM37B,HumanSputum_EM43,HumanSputum_EM48B,HumanSputum_EM49 ,HumanSputum_EM53B,HumanSputum_EM6,HumanSputum_EM61,HumanSputum_EM70
PA0180,cttP,mcpA,chemotactic transducer for trichloroethylene [positive chemotaxis] CttP,"McpA ; chemotactic transducer for trichloroethylene [positive chemotaxis], CttP",25,24,10,11,12,3,185,96,1,1,4,0,7,8,40,2,12,6,3,7,17,7,2,21
PA0181,--,--,probable transcriptional regulator,--,131,40,44,10,18,8,458,47,9,21,15,0,8,68,83,30,31,6,2,7,17,66,0,133
PA0182,--,yjgI,probable short-chain dehydrogenase,--,9,2,3,0,0,0,16,1,7,4,10,5,0,0,2,0,0,2,1,0,36,0,5,2
PA0183,atsA,--,arylsulfatase,--,5,0,8,11,0,2,14,11,2,3,0,0,3,8,7,7,6,21,3,10,10,0,0,14
PA0184,--,atsC,probable ATP-binding component of ABC transporter,--,6,0,3,0,0,0,5,3,1,1,1,0,2,0,5,0,7,0,2,3,3,0,0,3
PA0185,--,atsB,probable permease of ABC transporter,--,6,15,25,1,6,2,26,26,7,1,1,0,17,35,14,0,7,3,2,7,13,0,0,24
PA0186,--,atsR,probable binding protein component of ABC transporter,--,6,3,10,3,5,8,34,15,9,6,8,10,12,13,26,14,13,19,3,7,14,17,16,20
PA0187,--,--,hypothetical protein,--,12,3,13,4,6,1,51,0,7,0,0,12,4,3,5,0,2,2,0,8,0,0,0,3
PA0188,--,--,hypothetical protein,--,18,10,17,5,5,1,14,0,0,0,0,0,0,0,4,0,1,4,0,4,0,0,1,13
PA0189,--,opdI,probable porin,--,11,4,1,0,2,0,22,9,1,2,19,0,0,22,9,1,8,0,0,0,10,0,3,37
PA0190,--,--,probable acid phosphatase,--,2,1,0,0,0,0,16,9,2,0,0,3,2,8,7,2,1,5,0,0,3,0,0,1
PA0191,--,--,probable transcriptional regulator,--,20,4,32,30,10,8,81,33,6,8,45,19,14,20,37,10,41,27,1,0,68,19,12,88
PA0192,--,--,probable TonB-dependent receptor,--,3,1,5,0,0,4,16,9,4,2,2,0,14,16,16,4,0,3,3,0,6,0,2,3
PA0193,--,--,hypothetical protein,--,0,0,0,0,0,0,1,2,1,0,0,0,0,0,4,1,4,2,0,2,1,0,0,2
PA0194,--,--,hypothetical protein,--,2,0,5,5,5,5,5,10,2,1,0,0,0,0,7,2,1,0,2,2,5,0,0,2
PA0195,pntAA,--,putative NAD(P) transhydrogenase subunit alpha part 1,"putative NAD(P) transhydrogenase, subunit alpha part 1",161,60,224,68,150,16,286,293,150,17,236,53,150,90,192,31,153,77,16,16,80,59,47,1065
PA0195.1,pntAB,--,putative NAD(P) transhydrogenase subunit alpha part 2,"putative NAD(P) transhydrogenase, subunit alpha part 2",311,27,303,21,98,8,584,24,26,6,145,0,27,19,78,19,35,18,4,0,37,12,12,820
PA0196,pntB,--,pyridine nucleotide transhydrogenase beta subunit,--,315,74,351,32,129,8,491,97,79,9,103,3,70,64,152,29,67,39,3,3,34,70,41,602
PA0197,tonB2,--,TonB2,TonB2,2,0,14,7,66,13,27,3,1,2,67,0,2,0,6,1,2,13,0,0,9,8,3,69
PA0198,exbB1,--,transport protein ExbB,--,3,1,14,0,2,1,58,2,4,1,13,10,2,2,7,0,7,6,1,2,16,8,12,23
PA0199,exbD1,--,transport protein ExbD,--,0,1,4,0,0,2,14,7,1,0,0,0,6,3,6,0,11,7,0,5,4,6,1,34
PA0200,--,--,hypothetical protein,--,92,34,48,9,43,11,532,46,6,2,26,0,29,2,13,5,0,15,7,4,27,1,9,345
PA0201,--,--,hypothetical protein,--,47,3,258,114,31,46,1146,49,77,48,295,76,56,314,244,13,78,81,17,20,187,159,70,474
PA0202,--,--,probable amidase,--,0,0,7,2,0,1,0,9,11,0,0,0,0,0,5,0,2,7,0,0,0,0,0,0
PA0203,--,--,probable binding protein component of ABC transporter,--,1,0,5,0,0,0,0,6,0,0,0,0,0,7,3,0,0,6,1,0,0,0,4,0
PA0204,--,--,probable permease of ABC transporter,--,1,0,12,0,0,2,0,13,8,0,0,14,0,3,10,0,7,0,3,0,0,11,8,0
PA0205,--,--,probable permease of ABC transporter,--,0,0,1,0,0,0,0,9,2,0,0,0,0,0,9,0,0,0,0,0,0,0,2,0
PA0206,--,--,probable ATP-binding component of ABC transporter,--,9,0,16,1,0,7,0,16,16,0,0,0,0,3,19,0,3,1,3,0,0,18,7,0
PA0207,--,--,probable transcriptional regulator,--,25,0,15,5,0,15,0,41,9,0,0,3,0,38,38,0,1,4,8,0,0,20,23,0
PA0208,mdcA,--,malonate decarboxylase alpha subunit,--,45,9,99,23,12,119,291,193,39,23,41,65,99,8,121,58,33,17,16,39,157,106,84,90
PA0209,--,mdcB,conserved hypothetical protein,--,23,5,17,2,0,29,43,47,10,3,2,9,10,4,14,7,7,13,10,5,37,0,7,8
PA0210,mdcC,--,malonate decarboxylase delta subunit,--,5,2,13,0,0,10,24,33,10,2,2,0,9,4,14,9,6,13,5,5,30,0,7,15
PA0211,mdcD,--,malonate decarboxylase beta subunit,--,8,9,11,0,1,26,54,42,2,1,0,0,5,0,8,1,4,9,1,4,18,0,8,15
PA0212,mdcE,--,malonate decarboxylase gamma subunit,--,13,1,8,5,1,16,22,101,9,3,0,9,8,16,10,1,11,2,3,6,21,0,7,3
PA0213,--,mdcG,hypothetical protein,--,2,6,5,5,2,48,26,93,4,0,4,0,4,3,17,3,8,17,9,17,39,38,1,11
PA0214,--,mdcH,probable acyl transferase,--,2,2,7,9,2,47,33,71,4,1,7,14,8,7,9,0,5,10,6,6,28,0,10,13
PA0215,--,madL,malonate transporter MadL,malonate transporter MadL,161,129,159,48,32,65,5190,43,92,22,10,12,12,92,184,23,47,19,3,7,29,485,15,201
PA0216,--,madM,malonate transporter MadM,malonate transporter MadM,53,67,34,11,10,31,99,86,11,9,7,36,5,45,22,0,12,9,2,8,12,0,10,25
PA0217,--,mdcR,probable transcriptional regulator,--,18,10,17,2,6,2,30,20,27,0,0,18,11,24,15,5,1,6,4,4,39,0,18,16
PA0218,--,--,probable transcriptional regulator,--,47,22,33,17,21,9,123,47,11,2,10,13,8,17,15,5,8,9,4,0,19,18,3,29
PA0219,--,--,probable aldehyde dehydrogenase,--,13,11,14,22,1,7,33,283,2,2,9,5,13,10,16,0,3,0,6,4,3,2,1,9
PA0220,--,--,amino acid APC family transporter,amino acid APC family transporter,3,5,8,19,3,4,23,158,2,1,0,11,4,12,10,2,0,10,0,5,10,0,2,5
PA0221,--,--,probable aminotransferase,--,2,5,5,2,2,1,12,97,5,0,1,0,2,1,6,1,0,1,1,1,1,0,5,6
PA0222,--,--,hypothetical protein,--,1,0,0,2,0,0,28,30,0,0,0,0,0,0,2,0,0,0,1,2,9,1,3,0
PA0223,--,--,probable dihydrodipicolinate synthetase,--,286,27,24,8,33,21,61,17,7,1,12,12,0,15,13,1,0,3,4,2,28,16,6,39
PA0224,--,--,probable aldolase,--,81,16,5,4,11,5,50,22,19,6,22,10,34,12,14,4,29,25,13,10,63,29,6,29
PA0225,--,--,probable transcriptional regulator,--,39,13,41,31,5,5,72,24,10,2,4,0,15,0,2,1,0,23,4,1,14,1,5,48
PA0226,--,--,probable CoA transferase subunit A,--,7,4,7,0,7,3,36,18,3,5,13,0,4,13,14,22,8,4,3,8,0,22,6,22
PA0227,--,pcaJ,probable CoA transferase subunit B,--,15,13,24,2,0,1,107,8,5,0,0,0,4,4,15,5,4,5,0,0,3,49,0,49
PA0228,pcaF,--,beta-ketoadipyl CoA thiolase PcaF,--,3,8,7,16,4,1,27,58,3,0,0,0,10,0,8,1,1,4,1,0,5,14,5,8
PA0229,pcaT,kgtP,dicarboxylic acid transporter PcaT,alpha-ketoglutarate permease,84,27,85,32,61,5,130,104,74,14,29,0,13,94,28,0,22,22,7,18,48,42,17,95
PA0230,pcaB,--,3-carboxy-ciscis-muconate cycloisomerase,--,36,34,54,28,17,8,73,109,32,6,38,0,11,52,35,0,5,35,19,16,73,3,17,79
PA0231,pcaD,--,beta-ketoadipate enol-lactone hydrolase,--,18,12,29,9,19,6,40,54,9,1,45,22,0,3,23,1,11,17,4,10,27,17,13,31
PA0232,pcaC,--,gamma-carboxymuconolactone decarboxylase,--,9,4,16,20,13,2,31,19,3,1,8,7,4,4,7,1,10,2,0,6,6,15,13,20
PA0233,--,--,probable transcriptional regulator,--,38,13,14,12,11,6,57,66,25,1,9,0,16,5,27,5,13,19,11,4,31,19,11,25
PA0234,--,--,hypothetical protein,--,9,4,7,0,8,3,82,8,1,2,0,0,21,0,4,6,1,1,0,0,17,27,0,13
PA0235,pcaK,--,4-hydroxybenzoate transporter PcaK,--,0,3,0,0,3,3,11,8,1,0,0,0,2,0,4,2,0,0,3,5,1,0,0,2
PA0236,--,--,probable transcriptional regulator,--,9,0,6,2,5,2,42,19,4,3,16,0,10,7,10,0,4,0,2,5,3,1,11,21
PA0237,--,--,probable oxidoreductase,--,5,3,6,0,0,2,11,17,6,0,0,0,5,7,3,0,3,0,3,1,2,0,4,2
PA0238,--,--,hypothetical protein,--,25,2,5,0,0,3,19,37,1,1,0,33,4,14,6,2,0,0,4,7,7,0,5,4
PA0239,--,--,hypothetical protein,--,30,12,15,5,3,3,70,33,3,3,15,0,5,15,21,9,2,19,10,2,19,18,1,21
PA0240,--,opdF,probable porin,--,2,0,3,3,1,0,2,8,3,2,0,0,0,0,3,0,2,9,3,2,0,28,6,4
PA0241,--,--,probable major facilitator superfamily (MFS) transporter,probable MFS transporter,3,1,3,0,0,0,41,15,0,1,0,0,2,10,6,0,0,3,3,0,9,19,3,2
PA0242,--,--,hypothetical protein,--,19,5,12,1,2,1,38,51,8,3,16,0,23,26,10,13,26,3,1,4,14,58,0,7
PA0243,pip,--,Pip,Pip,8,5,10,1,10,3,44,36,7,2,18,5,7,9,6,2,19,4,4,3,4,10,0,17
PA0244,--,--,hypothetical protein,--,3,6,0,0,3,0,13,35,12,0,0,23,5,23,8,1,2,1,2,4,4,0,0,7
PA0245,aroQ2,aroD2,3-dehydroquinate dehydratase,dehydroquinase,22,3,23,12,9,3,39,11,4,1,0,0,8,18,6,0,0,8,1,0,8,0,0,38
PA0246,--,--,probable major facilitator superfamily (MFS) transporter,probable MFS transporter,21,19,21,17,10,1,70,88,50,0,30,4,23,27,45,10,11,54,21,20,41,20,1,32
PA0247,pobA,--,p-hydroxybenzoate hydroxylase,--,23,6,20,5,6,5,232,39,16,14,10,17,5,5,57,14,25,31,0,5,10,39,8,27
PA0248,--,pobR,probable transcriptional regulator,--,51,17,31,18,5,3,99,82,27,9,23,11,33,86,65,8,25,8,7,13,37,55,14,119
PA0249,--,--,probable acetyltransferase,--,121,26,118,56,9,2,281,79,15,24,30,36,20,4,133,21,24,10,4,29,60,0,46,136
PA0250,--,--,conserved hypothetical protein,--,1369,165,1461,1269,117,99,3372,320,71,76,267,71,161,203,637,71,207,77,46,23,569,111,136,1294
PA0251,--,--,hypothetical protein,--,4,0,13,1,3,0,10,14,11,1,0,0,11,3,7,0,2,0,2,3,4,0,7,7
PA0252,--,--,hypothetical protein,--,8,0,7,0,0,0,24,5,3,0,0,0,5,13,4,0,0,0,0,1,1,7,2,6
PA0253,hudR,--,HudR,HudR,72,18,49,3,38,4,136,63,15,4,23,13,1,12,45,6,4,38,5,19,32,17,14,156
PA0254,hudA,ubiD,HudA,HudA,189,144,119,40,52,14,639,59,46,12,96,115,21,108,233,17,63,45,7,29,87,36,27,384
PA0255,--,--,conserved hypothetical protein,--,108,96,47,4,33,34,155,209,34,10,43,109,43,27,62,6,82,43,48,27,152,57,38,72
PA0256,--,--,hypothetical protein,--,69,21,129,28,20,8,235,102,16,12,24,31,35,32,39,3,25,15,13,24,10,22,16,61
PA0257,--,--,hypothetical protein,--,47,13,62,9,15,6,178,0,6,1,7,41,9,15,29,7,13,2,0,0,19,3,7,60
PA0258,--,--,hypothetical protein,--,45,4,67,16,2,0,75,0,1,4,4,11,1,3,7,2,2,8,0,0,31,11,11,31
PA0259,tla3,tli3,Type 6 lipase adaptor Tla3,"Tli3 ; Type 6 lipase adaptor, Tla3",52,30,59,41,14,20,689,2,275,12,28,90,134,79,277,10,26,116,0,0,93,47,70,92
PA0260,tle3,--,Type 6 lipase effector Tle3,"Tle3 ; Type 6 lipase effector, Tle3",41,20,46,21,21,95,236,2,160,3,14,71,49,70,117,12,11,57,0,0,50,11,47,63
PA0261,tli3,--,Type 6 lipase immunity Tli3,"Type 6 lipase immunity, Tli3",17,4,18,0,6,30,80,0,28,0,35,0,2,14,5,5,12,2,0,0,24,9,5,32
PA0262,vgrG2b,--,VgrG2b,VgrG2b,39,22,69,35,16,100,223,134,28,6,52,16,30,26,36,15,23,22,3,13,37,0,22,62
PA0263,hcpC,--,secreted protein Hcp,--,3,7,1,0,1,1,31,9,5,0,6,4,7,0,3,2,8,0,0,2,7,4,5,13
PA0264,--,--,hypothetical protein,--,3,1,3,0,4,5,9,38,8,2,4,0,5,0,12,8,19,14,3,3,3,24,6,10
PA0265,davD,gabD,glutaric semialdehyde dehydrogenase,glutaric semialdehyde dehydrogenase ; succinate-semialdehyde dehydrogenase,224,107,317,174,288,58,783,287,58,28,156,94,75,65,257,35,78,79,89,44,148,20,117,406
PA0266,davT,gabT,delta-aminovalerate aminotransferase,gabA transaminase ; delta-aminovalerate aminotransferase ; 4-aminobutyrate aminotransferase,243,66,350,165,218,38,664,302,83,16,210,105,104,56,262,25,55,197,108,63,249,47,178,493
PA0267,--,--,hypothetical protein,--,18,27,27,41,21,4,141,163,14,8,35,28,21,8,32,2,6,85,15,7,47,2,2,43
PA0268,--,--,probable transcriptional regulator,--,26,23,12,10,7,4,83,32,9,4,19,0,22,7,31,4,5,7,2,15,25,13,6,34
PA0269,--,--,conserved hypothetical protein,--,13,18,37,10,0,1,409,70,21,3,18,0,0,13,20,8,6,6,3,5,19,7,3,27
PA0270,--,--,hypothetical protein,--,29,10,45,19,0,1,71,17,0,1,4,14,6,0,18,0,1,10,5,4,5,0,6,11
PA0271,--,--,hypothetical protein,--,5,25,8,0,34,1,15,9,9,3,14,0,5,0,11,0,0,2,3,2,1,0,6,61
PA0272,--,--,probable transcriptional regulator,--,39,16,19,1,4,4,123,40,28,0,23,0,3,30,11,1,1,11,3,3,10,21,0,19
PA0273,--,--,probable major facilitator superfamily (MFS) transporter,probable MFS transporter,1,8,1,6,0,3,10,11,0,3,6,0,0,0,5,9,3,0,3,7,7,0,0,2
PA0274,--,--,hypothetical protein,--,6,1,5,0,0,2,11,5,0,1,0,0,0,0,2,1,5,1,1,2,2,0,0,0
PA0275,--,--,probable transcriptional regulator,--,30,26,17,13,16,7,119,35,13,2,18,0,3,19,17,2,9,5,1,4,26,0,1,23
PA0276,--,--,hypothetical protein,--,27,35,13,23,5,13,471,180,3,11,5,12,39,20,33,12,0,14,18,14,28,6,22,10
PA0277,--,--,putative Zn-dependent peptidase,putative Zn-dependent peptidase,11,3,7,7,0,1,86,29,1,2,10,0,1,16,25,11,3,0,4,1,12,9,2,12
PA0278,--,--,hypothetical protein,--,12,18,3,6,4,0,56,25,0,2,7,0,2,0,20,1,15,13,1,0,6,0,3,11
PA0279,--,ydfF,probable transcriptional regulator,--,12,11,8,8,6,2,230,41,7,1,0,0,1,2,26,5,9,29,1,4,12,0,6,17
PA0280,cysA,--,sulfate transport protein CysA,--,173,15,250,29,37,6,1106,43,14,22,41,17,35,47,95,19,51,69,17,9,74,40,12,386
PA0281,cysW,--,sulfate transport protein CysW,--,160,16,330,56,46,25,1560,50,26,34,54,37,67,93,196,18,73,99,25,41,121,101,29,489
PA0282,cysT,--,sulfate transport protein CysT,--,28,4,88,20,19,11,777,34,20,4,26,0,29,13,80,9,30,48,11,23,72,22,12,159
PA0283,sbp,--,sulfate-binding protein precursor,sulfate starvation-induced protein 2,180,110,432,88,78,40,5131,69,59,35,137,68,160,90,402,28,118,372,43,48,256,170,83,710
PA0284,--,--,hypothetical protein,--,58,2,82,35,16,8,505,21,12,3,31,72,27,17,63,7,14,26,6,8,34,71,6,199
PA0285,--,--,putative phosphodiesterase,putative phosphodiesterase,135,34,95,36,37,22,722,128,44,15,22,30,51,41,79,39,59,84,24,49,95,75,3,120
PA0286,desA,--,delta-9 fatty acid desaturase DesA,"delta-9 fatty acid desaturase, DesA ",962,206,716,139,176,88,2466,447,167,58,301,80,190,203,292,63,99,354,124,60,212,124,85,778
PA0287,gpuP,speB1,3-guanidinopropionate transport protein,3-guanidinopropionate transport protein,20,7,25,1,0,6,40,15,2,2,11,0,10,21,7,0,6,4,8,4,3,0,3,12
PA0288,gpuA,--,3-guanidinopropionase,"proclavaminic acid amidino hydrolase, PAH ; proclavaminate amidino hydrolase ; AUH ; agmatine ureohydrolase ; 3-guanidinopropionase",0,4,3,2,0,0,5,9,2,3,0,0,0,1,5,1,3,6,1,9,6,0,2,4
PA0289,gpuR,--,transcriptional activator GpuR,transcriptional activator GpuR,69,57,37,6,11,7,92,58,20,8,18,19,9,10,33,15,14,22,13,7,17,18,3,70
PA0290,--,--,putative diguanylate cyclase,putative diguanylate cyclase,124,80,230,45,71,17,258,128,58,14,72,36,51,48,49,13,27,35,7,18,29,18,41,164
PA0291,oprE,--,Anaerobically-induced outer membrane porin OprE precursor,Porin E1,179,19,308,75,27,31,773,142,65,20,100,84,78,98,142,37,90,82,27,52,251,76,45,438
PA0292,aguA,--,agmatine deiminase,agmatine iminohydrolase ; agmatine deiminase,70,25,103,25,42,9,281,247,19,4,20,19,61,21,106,6,16,26,19,15,64,72,8,70
PA0293,aguB,--,N-carbamoylputrescine amidohydrolase,N-carbamoylputrescine amidase,90,35,35,21,26,31,152,327,37,13,46,17,16,37,216,47,48,23,11,33,43,26,7,134
PA0294,aguR,--,transcriptional regulator AguR,transcriptional regulator AguR,22,32,12,14,3,14,48,31,1,7,5,11,3,9,17,5,5,12,3,5,16,7,1,40
PA0295,--,--,probable periplasmic polyamine binding protein,--,18,16,38,17,21,3,135,165,34,1,38,11,19,18,46,18,44,167,19,10,31,104,15,77
PA0296,spuI,--,Glutamylpolyamine synthetase,Glutamylpolyamine synthetase ; pauA1,322,122,527,147,348,99,1307,742,221,36,295,91,175,212,439,108,288,230,201,204,511,190,124,1117
PA0297,spuA,ycjL,probable glutamine amidotransferase,pauD1,190,261,244,49,206,107,908,2137,722,100,482,253,739,292,940,375,801,407,315,710,789,690,264,487
PA0298,spuB,--,Glutamylpolyamine synthetase,Glutamylpolyamine synthetase ; pauA2,243,80,526,149,139,34,1441,365,140,21,168,87,109,146,158,44,149,163,161,51,177,69,58,729
PA0299,spuC,--,Polyamine:pyruvate transaminase,Polyamine:pyruvate transaminase ; spuC,104,66,205,42,77,15,444,194,50,9,88,25,33,49,113,22,48,137,60,31,76,22,37,219
PA0300,spuD,potF2,polyamine transport protein,--,358,59,487,107,72,26,3072,233,76,26,134,30,67,97,181,28,84,55,56,74,215,100,45,455
PA0301,spuE,potF3,polyamine transport protein,--,161,33,308,67,55,4,1091,114,70,11,55,12,25,27,77,10,38,45,23,26,127,32,9,396
PA0302,spuF,potG,polyamine transport protein PotG,--,61,19,159,51,30,1,320,90,21,3,68,3,10,33,46,6,9,32,20,12,43,2,19,135
PA0303,spuG,potH,polyamine transport protein PotH,--,76,6,114,40,54,8,208,116,48,4,113,8,91,68,58,12,20,51,25,47,78,59,41,263
PA0304,spuH,potI,polyamine transport protein PotI,--,1389,110,871,88,56,2,14388,93,250,57,29,27,90,28,619,363,263,55,61,26,63,754,41,1158
PA0305,hacB,--,acylhomoserine lactone acylase B,acylhomoserine lactone acylase B,36,38,42,14,33,25,141,39,89,1,12,9,41,33,47,3,6,17,9,13,30,37,10,47
PA0306,--,--,probable transcriptional regulator,--,5,7,14,8,9,0,28,18,12,3,19,0,0,19,21,7,16,1,4,9,21,15,1,34
PA0306.1,--,--,Uncharacterized protein,Uncharacterized protein,72,49,82,12,3,1,1402,23,14,4,16,37,7,20,50,10,14,2,2,4,26,89,2,73
PA0307,--,--,hypothetical protein,--,14,32,31,9,20,7,52,57,23,0,64,15,9,102,35,5,20,23,21,4,50,48,7,63
PA0308,--,--,hypothetical protein,--,28,21,50,21,30,8,199,85,38,10,19,43,8,74,35,25,46,60,19,6,22,67,1,49
PA0309,--,--,hypothetical protein,--,129,89,278,24,72,7,667,104,79,15,46,18,22,63,65,14,34,45,9,10,31,45,26,134
PA0310,--,--,hypothetical protein,--,197,163,119,14,187,148,383,717,727,90,106,393,475,338,625,98,807,181,83,194,589,115,441,1022
PA0311,--,--,hypothetical protein,--,1,1,1,0,2,1,27,16,3,0,0,0,6,2,4,3,6,0,0,2,0,0,0,2
PA0312,--,--,conserved hypothetical protein,--,80,50,71,20,15,11,502,90,57,23,22,0,40,18,140,31,44,37,21,81,36,156,10,134
PA0313,--,yecS,L-cysteine transporter of ABC system YecS,L-cysteine transporter of ABC system YecS,64,9,115,10,17,4,157,58,31,4,20,18,14,53,43,13,40,53,14,22,52,60,0,49
PA0314,--,fliY,L-cysteine transporter of ABC system FliY,L-cysteine transporter of ABC system FliY,81,27,86,46,12,9,506,43,94,46,61,9,43,28,62,19,43,51,14,9,56,32,21,83
PA0315,--,--,hypothetical protein,--,146,67,194,78,91,9,385,124,216,26,37,36,48,102,130,45,72,77,55,91,103,165,56,144
PA0316,serA,--,PHGDH,PHGDH ; D-3-phosphoglycerate dehydrogenase,264,113,995,383,205,185,2494,559,1127,74,214,220,236,347,444,190,233,969,80,181,554,641,121,1553
PA0317,--,D2HGDH,D-2-hydroxyglutarate dehydrogenase,D-2-hydroxyglutarate dehydrogenase ; hypothetical protein,194,85,417,61,82,41,1009,274,161,22,124,29,84,98,169,39,85,121,50,31,164,166,38,341
PA0318,--,hpcE,conserved hypothetical protein,--,65,51,138,32,61,20,316,123,126,6,31,13,31,79,120,15,17,38,23,12,113,34,24,81
PA0319,--,--,hypothetical protein,--,125,42,114,16,25,12,369,205,119,23,104,0,58,85,96,14,36,90,20,13,113,33,16,151
PA0320,carO,ygiW,calcium-regulated OB-fold protein CarO,YgiW ; calcium-regulated OB-fold protein CarO,207,57,1196,123,33,11,599,13,71,10,145,0,0,30,68,5,24,69,35,21,92,63,5,75
PA0321,--,--,acetylpolyamine amidohydrolase,acetylpolyamine amidohydrolase ; probable acetylpolyamine aminohydrolase,0,3,14,4,3,0,17,11,2,0,5,6,3,0,3,0,0,4,1,3,1,0,0,12
PA0322,--,--,probable transporter,--,6,7,16,0,8,4,16,15,2,0,19,0,0,24,12,4,7,23,2,3,11,1,5,10
PA0323,--,--,probable binding protein component of ABC transporter,--,5,2,6,5,5,3,29,19,9,3,6,0,6,0,9,2,2,2,5,3,7,0,0,34
PA0324,--,--,probable permease of ABC transporter,--,3,1,5,4,2,1,29,10,0,0,16,0,3,4,6,0,2,0,2,0,0,6,4,4
PA0325,--,--,probable permease of ABC transporter,--,3,0,10,0,1,0,13,31,1,1,3,0,11,3,9,4,4,9,2,8,14,6,0,4
PA0326,--,--,probable ATP-binding component of ABC transporter,--,2,4,4,8,0,0,20,19,13,0,0,23,3,1,7,1,1,0,0,0,0,0,0,6
PA0327,carP,--,calcium-regulated beta-propeller protein CarP,calcium-regulated beta-propeller protein CarP ; hypothetical protein,111,20,381,55,37,17,188,184,81,16,102,33,45,104,70,15,30,106,35,44,69,72,29,125
PA0328,aaaA,--,arginine-specific autotransporter of Pseudomonas aeruginosa AaaA,"arginine-specific autotransporter of Pseudomonas aeruginosa, AaaA",30,28,64,18,13,3,191,180,53,21,0,66,26,180,39,5,34,8,2,9,22,8,16,26
PA0329,--,--,conserved hypothetical protein,--,401,169,1170,80,217,78,1220,266,221,28,129,107,48,175,87,15,62,32,13,26,95,99,73,544
PA0330,rpiA,--,ribose 5-phosphate isomerase,phosphoriboisomerase ; ribose 5-phosphate epimerase,135,47,159,19,37,18,637,180,119,20,44,19,67,109,116,61,57,83,16,24,83,88,21,244
PA0331,ilvA1,--,threonine dehydratase biosynthetic,threonine deaminase,42,34,90,12,24,34,164,267,136,20,78,37,21,89,64,33,32,72,38,30,115,47,24,143
PA0332,--,--,hypothetical protein,--,634,122,824,43,121,18,1295,271,306,43,117,198,84,434,155,15,146,91,17,47,107,138,59,202
PA0333,--,--,hypothetical protein,--,137,56,265,40,30,10,234,209,84,17,68,64,15,73,44,10,30,87,15,11,73,34,51,98
PA0334,--,--,probable major facilitator superfamily (MFS) transporter,probable MFS transporter,44,48,48,20,9,20,84,68,35,12,13,9,56,38,34,11,14,16,25,25,39,18,7,72
PA0335,--,--,hypothetical protein,--,44,30,37,15,28,12,87,87,45,4,67,7,22,18,41,15,30,54,37,15,61,7,8,85
PA0336,rppH,ygdP ; ygdP,RNA pyrophosphohydrolase RppH,dinucleoside oligophosphate pyrophosphatase ; Nudix hydrolase YgdP ; Nudix hydrolase YgdP,581,175,712,344,218,129,1776,752,157,66,116,73,149,142,277,34,112,180,171,55,382,108,66,948
PA0337,ptsP,--,phosphoenolpyruvate-protein phosphotransferase PtsP,phosphotransferase system enzyme I,428,200,914,296,429,82,1557,921,202,55,364,136,165,408,363,85,208,286,126,160,354,318,140,1000
PA0338,--,--,hypothetical protein,--,240,74,345,53,59,20,827,333,80,21,78,44,39,92,121,22,61,61,31,26,77,112,43,242
PA0339,--,--,hypothetical protein,--,36,17,34,0,18,3,96,110,25,9,51,2,17,106,31,4,7,11,8,6,46,37,12,37
PA0340,--,--,conserved hypothetical protein,--,189,76,148,19,97,41,624,238,86,33,62,29,62,127,126,29,75,40,38,49,107,46,11,228
PA0341,lgt,umpA,prolipoprotein diacylglyceryl transferase,--,236,66,401,73,93,29,3221,199,115,51,108,23,51,148,182,72,139,64,36,35,94,292,6,319
PA0342,thyA,--,thymidylate synthase,--,190,83,289,106,97,28,950,316,147,33,219,33,137,154,159,45,85,290,52,50,140,99,72,191
PA0343,--,--,hypothetical protein,--,91,45,85,62,27,10,1296,140,90,18,39,20,34,43,100,42,45,42,25,18,84,71,13,165
PA0344,--,--,hypothetical protein,--,50,51,86,50,62,10,137,91,62,7,44,0,15,29,50,3,24,43,23,17,71,45,22,60
PA0345,--,--,hypothetical protein,--,37,109,52,36,28,12,151,125,76,12,30,105,49,47,61,18,58,49,20,34,70,80,29,70
PA0346,--,--,hypothetical protein,--,43,19,29,3,2,2,97,28,3,0,84,0,14,7,35,5,9,95,4,7,16,18,5,127
PA0347,glpQ,--,glycerophosphoryl diester phosphodiesterase periplasmic,glycerophosphodiester phosphodiesterase,8,6,10,4,9,1,56,45,8,3,2,15,4,25,44,5,6,6,3,2,15,0,8,25
PA0348,--,--,hypothetical protein,--,19,36,14,4,2,7,129,166,12,4,44,2,1,14,27,5,5,42,4,8,22,8,4,47
PA0349,--,--,hypothetical protein,--,2,4,1,0,6,0,14,40,5,0,4,0,0,8,10,2,4,4,1,2,3,10,0,5
PA0350,folA,tmrA,dihydrofolate reductase,--,7,11,11,3,9,4,36,65,15,3,7,36,9,24,48,15,21,12,9,7,48,38,5,57
PA0351,--,--,conserved hypothetical protein,--,57,18,54,14,10,6,102,127,27,9,55,17,25,37,72,26,28,39,25,16,40,21,6,46
PA0352,--,yicE,probable transporter,--,49,19,27,16,7,8,463,100,59,19,28,0,41,47,49,12,34,46,14,10,69,87,9,115
